Unnamed: 0,Unnamed: 1,Neuro Drain #1 Type,verify,Unnamed: 4,223926.0,Neuro Drain #1 Type.1,Unnamed: 7,Unnamed: 8,0.0,Neurological,Unnamed: 11,Unnamed: 12,Unnamed: 13,metavision,Unnamed: 15,Text,Unnamed: 17
Magnesium,Magnesium,Mg,verify,,1532.0,Magnesium,,chartevents,155337.0,Chemistry,,,,carevue,,,
Creatinine,Creatinine,,verify,,1525.0,Creatinine,,chartevents,153297.0,Chemistry,,,,carevue,,,
Creatinine,Creatinine,,verify,,220615.0,Creatinine,None,chartevents,153010.0,Labs,,,,metavision,,Numeric,
Bicarbonate,Bicarbonate (serum),HCO3 (serum),verify,,227443.0,HCO3 (serum),None,chartevents,152671.0,Labs,,,,metavision,,Numeric with tag,
Blood urea nitrogen,Blood urea nitrogen,BUN,verify,,1162.0,BUN,,chartevents,152539.0,,,,,carevue,,,
Blood urea nitrogen,Blood urea nitrogen,BUN,verify,,225624.0,BUN,None,chartevents,152475.0,Labs,,,,metavision,,Numeric,
Chloride,Chloride,,verify,,1523.0,Chloride,,chartevents,151836.0,Chemistry,,,,carevue,,,
Peak inspiratory pressure,Peak inspiratory pressure,PIP,verify,,507.0,PIP,,chartevents,151276.0,,,,,carevue,,,
Anion gap,Anion gap,,verify,,227073.0,Anion gap,None,chartevents,150220.0,Labs,,,,metavision,,Numeric,
Calcium ionized,Calcium ionized,,verify,,816.0,Ionized Calcium,,chartevents,148637.0,Chemistry,,,,carevue,,,
Magnesium,Magnesium,Mg,verify,,220635.0,Magnesium,None,chartevents,147786.0,Labs,,,,metavision,,Numeric,
Albumin,Albumin,,verify,,50862.0,ALBUMIN,,labevents,146697.0,CHEMISTRY,,BLOOD,7/1/1751,,,,
Partial thromboplastin time,Partial thromboplastin time,PTT,verify,,825.0,PTT(22-35),,chartevents,146486.0,Coags,,,,carevue,,,
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide (arterial),PaCO2 (arterial),verify,,220235.0,Arterial CO2 Pressure,mmHg,chartevents,140215.0,Labs,,,,metavision,,Numeric,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",TCO2 (calc) Arterial,verify,,225698.0,TCO2 (calc) Arterial,None,chartevents,140179.0,Labs,,,,metavision,,Numeric,
White blood cell count,White blood cell count,WBC,verify,,1542.0,WBC,,chartevents,138619.0,Hematology,,,,carevue,,,
Platelets,Platelets,Platelet count,verify,,227457.0,Platelet Count,None,chartevents,137454.0,Labs,,,,metavision,,Numeric with tag,
Hemoglobin,Hemoglobin,,verify,,220228.0,Hemoglobin,g/dl,chartevents,137117.0,Labs,,,,metavision,,Numeric,
Prothrombin time,Prothrombin time,PT / INR,verify,,815.0,INR (2-4 ref. range),,chartevents,135821.0,Coags,,,,carevue,,,
Prothrombin time,Prothrombin time,PT / INR,verify,,824.0,PT(11-13.5),,chartevents,135452.0,Coags,,,,carevue,,,
Calcium,Calcium non-ionized,,verify,,225625.0,Calcium non-ionized,None,chartevents,135036.0,Labs,,,,metavision,,Numeric,
White blood cell count,White blood cell count,WBC,verify,,220546.0,WBC,None,chartevents,133356.0,Labs,,,,metavision,,Numeric,
Calcium,Calcium,,verify,,1522.0,Calcium,,chartevents,130402.0,Chemistry,,,,carevue,,,
Partial thromboplastin time,Partial thromboplastin time,PTT,verify,,1533.0,PTT,,chartevents,115354.0,Coags,,,,carevue,,,
Urine output,Urine output,,verify,,43175.0,Urine .,,outputevents,108982.0,,,,,carevue,,,
Lactate dehydrogenase,Lactate dehydrogenase,LDH,verify,,50954.0,LACTATE DEHYDROGENASE (LD),,labevents,107122.0,CHEMISTRY,,BLOOD,2532-0,,,,
Prothrombin time,Prothrombin time,PT / INR,verify,,1530.0,INR,,chartevents,106808.0,Coags,,,,carevue,,,
Prothrombin time,Prothrombin time,PT / INR,verify,,1286.0,PT,,chartevents,106567.0,,,,,carevue,,,
Partial thromboplastin time,Partial thromboplastin time,PTT,verify,,227466.0,PTT,None,chartevents,99769.0,Labs,,,,metavision,,Numeric with tag,
Bilirubin,BIlirubin (urine dip),,verify,,51464.0,BILIRUBIN,,labevents,99679.0,HEMATOLOGY,,URINE,5770-01-03 00:00:00,,,,
Intracranial Pressure,Intracranial Pressure,ICP,verify,,226.0,ICP,,chartevents,99205.0,,,,,carevue,,,
Prothrombin time,Prothrombin time,PT / INR,verify,,227467.0,INR,None,chartevents,93040.0,Labs,,,,metavision,,Numeric with tag,
Prothrombin time,Prothrombin time,PT / INR,verify,,227465.0,Prothrombin time,None,chartevents,93030.0,Labs,,,,metavision,,Numeric with tag,
Hematocrit,Hematocrit,HCT,verify,,50810.0,"HEMATOCRIT, CALCULATED",,labevents,89715.0,BLOOD GAS,,BLOOD,20570-8,,,,
Hemoglobin,Hemoglobin,,verify,,50811.0,HEMOGLOBIN,,labevents,89712.0,BLOOD GAS,,BLOOD,718-7,,,,
Troponin-T,Troponin-T,TropT,verify,,51003.0,TROPONIN T,,labevents,87244.0,CHEMISTRY,,BLOOD,6598-01-07 00:00:00,,,,
Positive end-expiratory pressure,Positive end-expiratory pressure,PEEP,verify,,50819.0,PEEP,,labevents,86921.0,BLOOD GAS,,BLOOD,20077-4,,,,
Cerebral perfusion pressure,Cerebral perfusion pressure,CPP,verify,,92.0,CPP,,chartevents,85576.0,,,,,carevue,,,
White blood cell count,White blood cell count,WBC,verify,,51516.0,WBC,,labevents,84688.0,HEMATOLOGY,,URINE,5821-01-04 00:00:00,,,,
Red blood cell count,Red blood cell count,RBC,verify,,51493.0,RBC,,labevents,84285.0,HEMATOLOGY,,URINE,5808-01-01 00:00:00,,,,
Calcium ionized,Calcium ionized,,verify,,225667.0,Ionized Calcium,None,chartevents,80126.0,Labs,,,,metavision,,Numeric,
Lactic acid,Lactic acid,,verify,,818.0,Lactic Acid(0.5-2.0),,chartevents,73574.0,Chemistry,,,,carevue,,,
Sodium,Sodium (whole blood),Na (whole blood),verify,,50824.0,"SODIUM, WHOLE BLOOD",,labevents,71503.0,BLOOD GAS,,BLOOD,2947-0,,,,
Urine output,Urine output,,verify,,40069.0,Urine Out Void,,outputevents,69467.0,,,,,carevue,,,
Lactic acid,Lactic acid,,verify,,225668.0,Lactic Acid,None,chartevents,69432.0,Labs,,,,metavision,,Numeric,
Lactic acid,Lactic acid,,verify,,1531.0,Lactic Acid,,chartevents,63478.0,Chemistry,,,,carevue,,,
Lymphocytes,Lymphocytes (atypical),,verify,,51143.0,ATYPICAL LYMPHOCYTES,,labevents,59335.0,HEMATOLOGY,,BLOOD,733-6,,,,
Neuro Drain Type,Neuro Drain Type,Neuro Drain [Type],verify,,464.0,Neuro Drain Type,,chartevents,54305.0,,,,,carevue,,,
Neuro Drain Status,Neuro Drain Status,Neuro Drain [Status],verify,,463.0,Neuro Drain Status,,chartevents,53296.0,,,,,carevue,,,
Bilirubin,Bilirubin (total),Total bilirubin,verify,,1538.0,Total Bili,,chartevents,51334.0,Chemistry,,,,carevue,,,
Neuro Drain [Level],Neuro Drain [Level],Neuro Drain [Level],verify,,462.0,Neuro Drain [Level],,chartevents,50577.0,,,,,carevue,,,
Potassium,Potassium (whole blood),K (whole blood),verify,,227464.0,Potassium (whole blood),None,chartevents,49112.0,Labs,,,,metavision,,Numeric with tag,
Neuro Drain [Location],Neuro Drain [Location],Neuro Drain [Location],verify,,8443.0,Neuro Drain [Location],,chartevents,48697.0,,,,,carevue,,,
Chloride,Chloride (whole blood),,verify,,50806.0,"CHLORIDE, WHOLE BLOOD",,labevents,48187.0,BLOOD GAS,,BLOOD,2069-01-03 00:00:00,,,,
Neuro Drain [Drainage],Neuro Drain [Drainage],Neuro Drain [Drainage],verify,,461.0,Neuro Drain Drainage,,chartevents,47855.0,,,,,carevue,,,
Bilirubin,Bilirubin (conjugated),Direct bilirubin,verify,,50883.0,"BILIRUBIN, DIRECT",,labevents,45205.0,CHEMISTRY,,BLOOD,1968-01-07 00:00:00,,,,
Bilirubin,Bilirubin (unconjugated),,verify,,50884.0,"BILIRUBIN, INDIRECT",,labevents,44385.0,CHEMISTRY,,BLOOD,1971-01-01 00:00:00,,,,
Positive end-expiratory pressure,Positive end-expiratory pressure (total),PEEP (total),verify,,224700.0,Total PEEP Level,cmH2O,chartevents,44275.0,Respiratory,,,,metavision,,Numeric,
Alanine aminotransferase,Alanine aminotransferase,ALT,verify,,769.0,ALT,,chartevents,41594.0,Enzymes,,,,carevue,,,
Asparate aminotransferase,Asparate aminotransferase,AST,verify,,770.0,AST,,chartevents,41447.0,Enzymes,,,,carevue,,,
Alkaline phosphate,Alkaline phosphate,ALP,verify,,773.0,Alk. Phosphate,,chartevents,40637.0,Enzymes,,,,carevue,,,
Bilirubin,Bilirubin (total),Total bilirubin,verify,,848.0,Total Bili (0-1.5),,chartevents,40239.0,Chemistry,,,,carevue,,,
Bilirubin,Bilirubin (total),Total bilirubin,verify,,225690.0,Total Bilirubin,None,chartevents,37961.0,Labs,,,,metavision,,Numeric,
Alanine aminotransferase,Alanine aminotransferase,ALT,verify,,220644.0,ALT,None,chartevents,37625.0,Labs,,,,metavision,,Numeric,
Asparate aminotransferase,Asparate aminotransferase,AST,verify,,220587.0,AST,None,chartevents,37598.0,Labs,,,,metavision,,Numeric,
Alkaline phosphate,Alkaline phosphate,ALP,verify,,225612.0,Alkaline Phosphate,None,chartevents,36836.0,Labs,,,,metavision,,Numeric,
Creatinine,Creatinine (urine),,verify,,51082.0,"CREATININE, URINE",,labevents,33069.0,CHEMISTRY,,URINE,2161-01-08 00:00:00,,,,
Albumin,Albumin,,verify,,772.0,Albumin (>3.2),,chartevents,31022.0,Chemistry,,,,carevue,,,
Albumin,Albumin,,verify,,1521.0,Albumin,,chartevents,24454.0,Chemistry,,,,carevue,,,
Troponin-T,Troponin-T,TropT,verify,,227429.0,Troponin-T,None,chartevents,23324.0,Labs,,,,metavision,,Numeric with tag,
Albumin,Albumin,,verify,,227456.0,Albumin,None,chartevents,22945.0,Labs,,,,metavision,,Numeric with tag,
Bilirubin,Bilirubin (conjugated),Direct bilirubin,verify,,803.0,Direct Bili (0-0.3),,chartevents,22646.0,Chemistry,,,,carevue,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,3810.0,Total CO2,,chartevents,21720.0,Chemistry,,,,carevue,,,
Cholesterol,Cholesterol (total),,verify,,50907.0,"CHOLESTEROL, TOTAL",,labevents,19444.0,CHEMISTRY,,BLOOD,2093-01-03 00:00:00,,,,
Bilirubin,Bilirubin (unconjugated),,verify,,3765.0,Indirect Bili(0-1.0),,chartevents,18859.0,Chemistry,,,,carevue,,,
Cholesterol,Cholesterol (HDL),HDL Cholesterol,verify,,50904.0,"CHOLESTEROL, HDL",,labevents,18260.0,CHEMISTRY,,BLOOD,2085-01-09 00:00:00,,,,
Sodium,Sodium (whole blood),Na (whole blood),verify,,226534.0,Sodium (whole blood),None,chartevents,16627.0,Labs,,,,metavision,,Numeric,
Hemoglobin,Hemoglobin,,verify,,50852.0,% HEMOGLOBIN A1C,,labevents,16618.0,CHEMISTRY,,BLOOD,4548-01-04 00:00:00,,,,
Cholesterol,Cholesterol (LDL),LDL Cholesterol,verify,,50905.0,"CHOLESTEROL, LDL, CALCULATED",,labevents,16486.0,CHEMISTRY,,BLOOD,2090-01-09 00:00:00,,,,
Potassium,Potassium,K,verify,,3792.0,Potassium  (3.5-5.3),,chartevents,15817.0,Chemistry,,,,carevue,,,
Sodium,Sodium,Na,verify,,3803.0,Sodium  (135-148),,chartevents,15768.0,Chemistry,,,,carevue,,,
Chloride,Chloride,,verify,,3747.0,Chloride  (100-112),,chartevents,15738.0,Chemistry,,,,carevue,,,
Anion gap,Anion gap,,verify,,3732.0,Anion Gap   (8-20),,chartevents,15517.0,Chemistry,,,,carevue,,,
Hematocrit,Hematocrit,HCT,verify,,3761.0,Hematocrit (35-51),,chartevents,12517.0,ABG'S,,,,carevue,,,
Chloride,Chloride (whole blood),,verify,,226536.0,Chloride (whole blood),None,chartevents,12020.0,Labs,,,,metavision,,Numeric,
Troponin-I,Troponin-I,TropI,verify,,51002.0,TROPONIN I,,labevents,11468.0,CHEMISTRY,,BLOOD,10839-9,,,,
Platelets,Platelets,Platelet count,verify,,3789.0,Platelet  (150-440),,chartevents,10467.0,Heme/Coag,,,,carevue,,,
Urine output,Urine output,,verify,,40094.0,Urine Out Condom Cath,,outputevents,10006.0,,,,,carevue,,,
Red blood cell count,Red blood cell count,RBC,verify,,3799.0,Red Blood C(3.6-6.2),,chartevents,9647.0,Heme/Coag,,,,carevue,,,
Chloride,Chloride (urine),,verify,,51078.0,"CHLORIDE, URINE",,labevents,9607.0,CHEMISTRY,,URINE,2078-01-04 00:00:00,,,,
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,verify,,3835.0,pCO2,,chartevents,9486.0,ABG'S,,,,carevue,,,
Red blood cell count,Red blood cell count,RBC,verify,,4197.0,RBC(3.6-6.2),,chartevents,9404.0,Heme/Coag,,,,carevue,,,
Bicarbonate,Bicarbonate (whole blood),HCO3 (whole blood),verify,,50803.0,"CALCULATED BICARBONATE, WHOLE BLOOD",,labevents,9246.0,BLOOD GAS,,BLOOD,1959-01-06 00:00:00,,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,3808.0,TCO2        (21-30),,chartevents,9233.0,Chemistry,,,,carevue,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,857.0,Venous CO2(Calc),,chartevents,8970.0,VBG'S,,,,carevue,,,
White blood cell count,White blood cell count,WBC,verify,,4200.0,WBC 4.0-11.0,,chartevents,8919.0,Heme/Coag,,,,carevue,,,
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,verify,,3836.0,pCO2 (other),,chartevents,8445.0,Other ABGs,,,,carevue,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,3809.0,TCO2 (other),,chartevents,8435.0,Other ABGs,,,,carevue,,,
Eosinophils,Eosinophils,,verify,,3754.0,Eosinophils,,chartevents,8364.0,Heme/Coag,,,,carevue,,,
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide (capillary),PaCO2 (capillary),verify,,4201.0,pCO2 (cap),,chartevents,8106.0,Other ABGs,,,,carevue,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,4199.0,TCO2 (cap),,chartevents,8097.0,Other ABGs,,,,carevue,,,
Urine output,Urine output,,verify,,40065.0,OR Out PACU Urine,,outputevents,7673.0,,,,,carevue,,,
Urine output,Urine output,,verify,,40061.0,OR Out OR Urine,,outputevents,7267.0,,,,,carevue,,,
Urine output,Urine output,,verify,,40715.0,Urine Out Suprapubic,,outputevents,6913.0,,,,,carevue,,,
Urine output,Urine output,OR Urine,verify,,226627.0,OR Urine,mL,outputevents,5928.0,Output,,,,metavision,,Numeric,
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,verify,,3784.0,PCO2,,chartevents,5314.0,ABG's,,,,carevue,,,
Troponin-I,Troponin-I,TropI,verify,,851.0,Troponin,,chartevents,5149.0,Enzymes,,,,carevue,,,
Blood culture,Blood culture,,verify,,3333.0,Blood Cultures,,chartevents,5061.0,,,,,carevue,,,
Urine output,Urine output,,verify,,40473.0,Urine Out IleoConduit,,outputevents,4813.0,,,,,carevue,,,
Monocytes,Monocytes,,verify,,51355.0,MONOCYTES,,labevents,4701.0,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26486-1,,,,
Red blood cell count,Red blood cell count (CSF),RBC,verify,,51362.0,"RBC, CSF",,labevents,4700.0,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26454-9,,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",TCO2 (calc) Venous,verify,,223679.0,TCO2 (calc) Venous,None,chartevents,4318.0,Labs,,,,metavision,,Numeric,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",PCO2 (Venous),verify,,226062.0,Venous CO2 Pressure,mmHg,chartevents,4312.0,Labs,,,,metavision,,Numeric,
Red blood cell count,Red blood cell count (fragments),RBC,verify,,51278.0,RED BLOOD CELL FRAGMENTS,,labevents,3876.0,HEMATOLOGY,,BLOOD,,,,,
Hemoglobin,Hemoglobin,,verify,,50855.0,ABSOLUTE HEMOGLOBIN,,labevents,3791.0,CHEMISTRY,,BLOOD,718-7,,,,
Eosinophils,Eosinophils,,verify,,51474.0,EOSINOPHILS,,labevents,3365.0,HEMATOLOGY,,URINE,25156-1,,,,
Lymphocytes,Lymphocytes,,verify,,51116.0,LYMPHOCYTES,,labevents,3346.0,HEMATOLOGY,,ASCITES,26482-0,,,,
Bilirubin,Bilirubin (conjugated),Direct bilirubin,verify,,225651.0,Direct Bilirubin,None,chartevents,3341.0,Labs,,,,metavision,,Numeric,
Red blood cell count,Red blood cell count (ascites),RBC,verify,,51127.0,"RBC, ASCITES",,labevents,3280.0,HEMATOLOGY,,ASCITES,26457-2,,,,
Lymphocytes,Lymphocytes,,verify,,51446.0,LYMPHOCYTES,,labevents,2613.0,HEMATOLOGY,,PLEURAL,26481-2,,,,
Lactate dehydrogenase,Lactate dehydrogenase,LDH,verify,,51054.0,"LACTATE DEHYDROGENASE, PLEURAL",,labevents,2502.0,CHEMISTRY,,PLEURAL,2530-01-04 00:00:00,,,,
Red blood cell count,Red blood cell count (pleural),RBC,verify,,51457.0,"RBC, PLEURAL",,labevents,2446.0,HEMATOLOGY,,PLEURAL,26456-4,,,,
Cholesterol,Cholesterol,,verify,,789.0,Cholesterol (<200),,chartevents,2410.0,Chemistry,,,,carevue,,,
Albumin,Albumin (urine),,verify,,51069.0,"ALBUMIN, URINE",,labevents,2381.0,CHEMISTRY,,URINE,1/1/1754,,,,
Lymphocytes,Lymphocytes (percent),,verify,,51245.0,"LYMPHOCYTES, PERCENT",,labevents,2378.0,HEMATOLOGY,,BLOOD,26478-8,,,,
Lymphocytes,Lymphocytes (absolute),,verify,,51133.0,ABSOLUTE LYMPHOCYTE COUNT,,labevents,2377.0,HEMATOLOGY,,BLOOD,26474-7,,,,
White blood cell count,White blood cell count,WBC,verify,,51300.0,WBC COUNT,,labevents,2371.0,HEMATOLOGY,,BLOOD,26464-8,,,,
Blood urea nitrogen,Blood urea nitrogen,BUN,verify,,3737.0,BUN    (6-20),,chartevents,2139.0,Chemistry,,,,carevue,,,
Creatinine,Creatinine,,verify,,3750.0,Creatinine   (0-0.7),,chartevents,2103.0,Chemistry,,,,carevue,,,
Cholesterol,Cholesterol (LDL),LDL Cholesterol,verify,,50906.0,"CHOLESTEROL, LDL, MEASURED",,labevents,2001.0,CHEMISTRY,,BLOOD,18262-6,,,,
Calcium,Calcium,,verify,,3746.0,Calcium   (8.8-10.8),,chartevents,1981.0,Chemistry,,,,carevue,,,
Lymphocytes,Lymphocytes,,verify,,51427.0,LYMPHOCYTES,,labevents,1969.0,HEMATOLOGY,,OTHER BODY FLUID,11031-2,,,,
Cholesterol,Cholesterol,,verify,,1524.0,Cholesterol,,chartevents,1812.0,Chemistry,,,,carevue,,,
Alkaline phosphate,Alkaline phosphate,ALP,verify,,3728.0,Alkaline Phosphatase,,chartevents,1651.0,Chemistry,,,,carevue,,,
Albumin,Albumin (ascites),,verify,,50835.0,"ALBUMIN, ASCITES",,labevents,1592.0,CHEMISTRY,,ASCITES,1/1/1749,,,,
Cholesterol,Cholesterol,,verify,,220603.0,Cholesterol,None,chartevents,1567.0,Labs,,,,metavision,,Numeric,
Partial pressure of oxygen,Partial pressure of oxygen,PaO2,verify,,490.0,PAO2,,chartevents,1467.0,,,,,carevue,,,
Red blood cell count,Red blood cell count (other fluid),RBC,verify,,51438.0,"RBC, OTHER FLUID",,labevents,1368.0,HEMATOLOGY,,OTHER BODY FLUID,26455-6,,,,
Albumin,Albumin (pleural),,verify,,51046.0,"ALBUMIN, PLEURAL",,labevents,1175.0,CHEMISTRY,,PLEURAL,3/1/1748,,,,
Bicarbonate,Bicarbonate (urine),HCO3 (urine),verify,,51076.0,"BICARBONATE, URINE",,labevents,1000.0,CHEMISTRY,,URINE,1964-01-06 00:00:00,,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,3773.0,Mix Venous CO2(calc),,chartevents,989.0,Mixed VBGs,,,,carevue,,,
Calcium,Calcium (urine),,verify,,51077.0,"CALCIUM, URINE",,labevents,887.0,CHEMISTRY,,URINE,2004-0,,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,3830.0,Venous CO2,,chartevents,886.0,Venous ABG,,,,carevue,,,
"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,verify,,3832.0,Venous TCO2,,chartevents,881.0,Venous ABG,,,,carevue,,,
Bilirubin,"Bilirubin (total, ascites)",,verify,,50838.0,"BILIRUBIN, TOTAL, ASCITES",,labevents,784.0,CHEMISTRY,,ASCITES,14422-0,,,,
Eosinophils,Eosinophils,,verify,,51444.0,EOSINOPHILS,,labevents,778.0,HEMATOLOGY,,PLEURAL,30379-2,,,,
Lymphocytes,Lymphocytes,,verify,,51375.0,LYMPHOCYTES,,labevents,683.0,HEMATOLOGY,,JOINT FLUID,26483-8,,,,
Eosinophils,Eosinophils,,verify,,51347.0,EOSINOPHILS,,labevents,655.0,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26451-5,,,,
Creatinine,Creatinine,,verify,,51067.0,24 HR CREATININE,,labevents,653.0,CHEMISTRY,,URINE,2162-01-06 00:00:00,,,,
Red blood cell count,Red blood cell count (joint fluid),RBC,verify,,51383.0,"RBC, JOINT FLUID",,labevents,611.0,HEMATOLOGY,,JOINT FLUID,26458-0,,,,
Eosinophils,Eosinophils,,verify,,51419.0,EOSINOPHILS,,labevents,601.0,HEMATOLOGY,,OTHER BODY FLUID,26452-3,,,,
Eosinophils,Eosinophils,,verify,,51114.0,EOSINOPHILS,,labevents,566.0,HEMATOLOGY,,ASCITES,30380-0,,,,
Albumin,Albumin,,verify,,3727.0,Albumin  (3.9-4.8),,chartevents,546.0,Chemistry,,,,carevue,,,
Creatinine,Creatinine (ascites),,verify,,50841.0,"CREATININE, ASCITES",,labevents,520.0,CHEMISTRY,,ASCITES,12191-3,,,,
Albumin,Albumin (body fluid),,verify,,51025.0,"ALBUMIN, BODY FLUID",,labevents,422.0,CHEMISTRY,,OTHER BODY FLUID,5/1/1747,,,,
Bilirubin,Bilirubin (blody fluid),,verify,,51028.0,"BILIRUBIN, TOTAL, BODY FLUID",,labevents,355.0,CHEMISTRY,,OTHER BODY FLUID,1974-01-05 00:00:00,,,,
Cholesterol,Cholesterol (pleural),,verify,,51051.0,"CHOLESTEROL, PLEURAL",,labevents,330.0,CHEMISTRY,,PLEURAL,9618-0,,,,
Creatinine,Creatinine (body fluid),,verify,,51032.0,"CREATININE, BODY FLUID",,labevents,320.0,CHEMISTRY,,OTHER BODY FLUID,12190-5,,,,
Lymphocytes,Lymphocytes (atypical),,verify,,51343.0,ATYPICAL LYMPHOCYTES,,labevents,310.0,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),30416-2,,,,
Creatinine,Creatinine (pleural),,verify,,51052.0,"CREATININE, PLEURAL",,labevents,293.0,CHEMISTRY,,PLEURAL,14399-0,,,,
Blood culture,Blood culture,,verify,,50886.0,BLOOD CULTURE HOLD,,labevents,188.0,CHEMISTRY,,BLOOD,,,,,
Lymphocytes,Lymphocytes (atypical),,verify,,51110.0,ATYPICAL LYMPHOCYTES,,labevents,160.0,HEMATOLOGY,,ASCITES,33369-0,,,,
Lymphocytes,Lymphocytes (atypical),,verify,,51440.0,ATYPICAL LYMPHOCYTES,,labevents,159.0,HEMATOLOGY,,PLEURAL,33370-8,,,,
Creatinine,Creatinine (urine),,verify,,51106.0,URINE CREATININE,,labevents,151.0,CHEMISTRY,,URINE,,,,,
Creatinine,Creatinine (serum),,verify,,51081.0,"CREATININE, SERUM",,labevents,150.0,CHEMISTRY,,URINE,,,,,
Creatinine,Creatinine clearance,,verify,,51080.0,CREATININE CLEARANCE,,labevents,150.0,CHEMISTRY,,URINE,33558-8,,,,
Basophils,Basophils,,verify,,51442.0,BASOPHILS,,labevents,137.0,HEMATOLOGY,,PLEURAL,35070-2,,,,
Pupillary response left,Pupillary response left,,verify,,3593.0,Pupil Reactivity [Left],,chartevents,135.0,,,,,carevue,,,
Pupillary response right,Pupillary response right,,verify,,8530.0,Pupil Reactivity [Right],,chartevents,126.0,,,,,carevue,,,
